category;title;tags;description;image;duration_txt;duration_sec;first_broadcast;synopsis_small;synopsis_medium;synopsis_large
Comedy;Back to Life - Series 2: Episode 2;BBC, iPlayer, TV, Back to Life, Series 2: Episode 2;Miri worries that her inexperience will derail her relationship with Billy.;https://ichef.bbci.co.uk/images/ic/1200x675/p09t50b2.jpg;30 mins;1800;31 Aug 2021;Miri worries that her inexperience will derail her relationship with Billy.;Between modern day sex and bank accounts, Miri is once again baffled by the world today as she navigates both her new job and her budding relationship with Billy.;After the awkward end to their not-a-date date, Miri offers to help Billy sort through Anna’s things. Although picking through the personal belongings of your crush’s dead wife might seem awful to most, Miri takes it in her stride - until she makes a very personal discovery.Things get worse for Miri when Janice tells her that she needs a bank account before she can start working at the supermarket. Miri does have a bank account, but hasn’t used it since 2001. Unfortunately, the branded piggy banks she was given all those years ago are no longer relevant, and once again Miri must navigate a world she barely recognises.
Comedy;The Fresh Prince of Bel-Air - Series 1: 19. It Had To Be You;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 1: 19. It Had To Be You;Jazz fixes Will up with his beautiful, bossy sister, Janet.;https://ichef.bbci.co.uk/images/ic/1200x675/p08z9yqw.jpg;23 mins;1372;1 Jan 2021;Jazz fixes Will up with his beautiful, bossy sister, Janet.;Jazz fixes Will up with his beautiful sister Janet, who turns out to be extremely bossy.;Jazz fixes Will up with his beautiful sister, Janet who turns out to be extremely bossy. Guest starring Vivica A. Fox.
Comedy;Playground Insults - Will Ferrell & Mark Wahlberg;BBC, iPlayer, TV, Playground Insults, Will Ferrell & Mark Wahlberg;Hollywood superstars Will Ferrell and Mark Wahlberg trade playground insults.;https://ichef.bbci.co.uk/images/ic/1200x675/p03cc2lp.jpg;6 mins;331;22 Dec 2015;Hollywood superstars Will Ferrell and Mark Wahlberg trade playground insults.;Sparks fly when Hollywood superstars Will Ferrell and Mark Wahlberg trade playground insults.;Sparks fly when Hollywood superstars Will Ferrell and Mark Wahlberg trade playground insults.
Comedy;Not Going Out - Series 2: 4. Baby;BBC, iPlayer, TV, Not Going Out, Series 2: 4. Baby;Lucy is worried about the age gap between her and Guy.;https://ichef.bbci.co.uk/images/ic/1200x675/p0909l6g.jpg;29 mins;1712;9:30pm 28 Sep 2007;Lucy is worried about the age gap between her and Guy.;Sitcom. Lucy is worried about the age gap between her and Guy. A family emergency means Lee and Tim are left in charge of the baby, and they are less than perfect babysitters.;Lucy is worried about the age gap between her and Guy, a concern that increases when Guy turns up to meet her with his grandson in tow. A family emergency means Lee and Tim are left in charge of the baby, and they prove to be less than perfect babysitters.
Comedy;My Family - Series 6: 7. The Art of Being Susan;BBC, iPlayer, TV, My Family, Series 6: 7. The Art of Being Susan;With Ben away, Susan is invited to dinner by a wealthy art collector.;https://ichef.bbci.co.uk/images/ic/1200x675/p087szpk.jpg;29 mins;1747;8:30pm 28 Apr 2006;With Ben away, Susan is invited to dinner by a wealthy art collector.;Domestic sitcom. With Ben away, Susan is invited to dinner by a wealthy art collector. Roger is summoning up the courage to pop the question to Abi.;With Ben away, Susan is invited to dinner by a wealthy art collector. Her mother, Grace, is gathering a collection of her own, and Roger is summoning up the courage to pop the question to Abi.
Comedy;Not Going Out - Series 1: 6. Caretaker;BBC, iPlayer, TV, Not Going Out, Series 1: 6. Caretaker;Sitcom. Lee finally manages to get a job, as a caretaker.;https://ichef.bbci.co.uk/images/ic/1200x675/p0909kwy.jpg;28 mins;1660;9:30pm 10 Nov 2006;Sitcom. Lee finally manages to get a job, as a caretaker.;Sitcom. Lee finally manages to get a job, as a caretaker. But taking up the new post involves moving out of the flat and his new boss proves to be a hard taskmaster.;Sitcom. Lee finally manages to get a job, as a caretaker. But taking up the new post involves moving out of the flat. Kate interviews potential new flatmates including Pete, and Tim sees an opportunity to get back together with Kate. Lee's new boss proves to be a hard taskmaster. So, will Lee stick at the job or throw in the towel and move back in with Kate?
Comedy;Two Pints of Lager and a Packet of Crisps - Series 9: 4. The Gaz-Bot;BBC, iPlayer, TV, Two Pints of Lager and a Packet of Crisps, Series 9: 4. The Gaz-Bot;Donna helps Gaz in his ambition to become a Paralympian. Billy goes on a date with Cassie.;https://ichef.bbci.co.uk/images/ic/1200x675/p068vr0d.jpg;29 mins;1716;10:45pm 10 May 2011;Donna helps Gaz in his ambition to become a Paralympian. Billy goes on a date with Cassie.;Sitcom about a group of friends in Runcorn. Donna helps Gaz in his ambition to become a Paralympian, Billy goes on a date with Cassie and Tim wonders if he's gay or not.;Gaz begins to embrace being in a wheelchair and decides to become a Paralympian. Donna sees this as a golden opportunity to prepare for her new HR manager job and takes over his training, pushing him to the limit when she forces him into a marathon. Billy agrees to a date with Cassie. He isn't exactly won over with an outing to see cage fighting, or her dedication of a song by her favourite band, Rectal Discharge. But when she starts bossing him about and dominating him, he realises the missing something he was looking for in a girl. Having come out, Tim struggles to leave his old life behind and considers winning back Helena. But when he goes to the rugby club to do so, he finds his head is turned by the very fit, young, naked men and realises he is most definitely gay.
Comedy;Scarborough - Series 1: Episode 4;BBC, iPlayer, TV, Scarborough, Series 1: Episode 4;Mike and Karen are flat hunting, but things are going from bad to worse for Geraldine.;https://ichef.bbci.co.uk/images/ic/1200x675/p07nnk29.jpg;28 mins;1661;9:30pm 27 Sep 2019;Mike and Karen are flat hunting, but things are going from bad to worse for Geraldine.;Mike and Karen are flat hunting, but things are going from bad to worse at the salon as Geraldine gets an unexpected visit from the police.;After a bit of gentle persuasion by Marion, Mike and Karen have decided to move in together and are flat hunting in Scarborough. However, Mike’s promise to Karen that he’ll tell Bigsy he’s moving out is proving more difficult than he thought. Bigsy has other things on his mind though, namely Lisa Marie. Meanwhile, Geraldine finally admits to Karen that she’s feeling the strain of the salon’s financial difficulties, and things only get worse when the police pay her a visit. They have received information from a reliable source about what happened to Mrs Bookham’s money – but who has unwittingly let the cat out of the bag?
Comedy;What We Do in the Shadows - Series 1: 8. Citizenship;BBC, iPlayer, TV, What We Do in the Shadows, Series 1: 8. Citizenship;Nadja trains Jenna on how to take her first victim, and Nandor applies for US citizenship.;https://ichef.bbci.co.uk/images/ic/1200x675/p07cd7j8.jpg;22 mins;1327;10:10pm 9 Jun 2019;Nadja trains Jenna on how to take her first victim, and Nandor applies for US citizenship.;Nadja trains Jenna on how to take her first victim, and Nandor applies for American citizenship.;A documentary-style look into the daily (or rather, nightly) lives of four vampires who’ve 'lived' together for hundreds of years in Staten Island.Nadja trains Jenna on how to take her first victim, and Nandor applies for American citizenship.
Comedy;The Fresh Prince of Bel-Air - Series 6: 11. I, Ooh, Baby, Baby;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 6: 11. I, Ooh, Baby, Baby;Feeling unfulfilled despite her television debut, Hilary decides she wants a baby.;https://ichef.bbci.co.uk/images/ic/1200x675/p0914cwf.jpg;22 mins;1293;6 Jan 2021;Feeling unfulfilled despite her television debut, Hilary decides she wants a baby.;Hilary finds that the first broadcast of her show is an anti-climax. She decides that what she needs in her life is to have a baby. But romance is the last thing on her mind.;Feeling unfulfilled despite her national television debut, Hilary decides  that what she needs in her life is to have a baby. But romance is the last thing on her mind. The Bankses celebrate the Christmas season.
Comedy;Mock the Week - Series 20: 12. Compilation;BBC, iPlayer, TV, Mock the Week, Series 20: 12. Compilation;Dara O Briain presents a special bonus edition of the topical comedy show.;https://ichef.bbci.co.uk/images/ic/1200x675/p0bbp2lk.jpg;31 mins;1850;10pm 16 Dec 2021;Dara O Briain presents a special bonus edition of the topical comedy show.;Dara O Briain and Hugh Dennis present a special edition of the topical comedy show, spreading joy and laughter as they go.;Dara O Briain and Hugh Dennis feature in a special edition of the topical comedy show featuring fond favourites, outtakes and other previously unseen bits.
Comedy;One Foot in the Grave - Series 6: 1. The Executioner's Song;BBC, iPlayer, TV, One Foot in the Grave, Series 6: 1. The Executioners Song;An artistic dispute with the Meldrews threatens to scupper Patricks birthday plans.;https://ichef.bbci.co.uk/images/ic/1200x675/p09vvs2w.jpg;33 mins;1974;8:55pm 16 Oct 2000;An artistic dispute with the Meldrews threatens to scupper Patrick's birthday plans.;An artistic dispute with the Meldrews threatens to scupper Patrick's plans for a quiet birthday. Meanwhile, Pippa has an affair and Victor gets some worrying medical test results.;No data found
Comedy;Still Game - Series 8: 5. Pie;BBC, iPlayer, TV, Still Game, Series 8: 5. Pie;Jack and Victor are determined to get their hands on the last steak pie at the butchers.;https://ichef.bbci.co.uk/images/ic/1200x675/p062glhf.jpg;29 mins;1735;9:30pm 5 Apr 2018;Jack and Victor are determined to get their hands on the last steak pie at the butcher's.;Sitcom. The future is here as Navid shows off his new scanner, Tam befriends an older woman and Jack and Victor must get their hands on the last steak pie in the butcher's shop.;The future has arrived in Craiglang as Navid proudly shows off his new scanner. Much to his dismay, however, his shoppers are left struggling and frustrations quickly mount. Tam steps in to help an older woman scan her items and befriends her when it turns out he knows her daughter. But when Tam's friends discover this older woman has no shortage of money, they become highly suspicious of his motives. Meanwhile, over at the butcher's there is some serious queue-jumping going on, as Jack and Victor are determined to get their hands on the last steak pie in the shop. Unfortunately, so is the rest of Craiglang!
Comedy;Better Things - Series 3: 2. Holding;BBC, iPlayer, TV, Better Things, Series 3: 2. Holding;Sam takes Duke to a science evening at school, where she finds it hard to keep her temper.;https://ichef.bbci.co.uk/images/ic/1200x675/p07z5mtb.jpg;23 mins;1372;7 Jan 2020;Sam takes Duke to a science evening at school, where she finds it hard to keep her temper.;After a hard day's work in a monster movie in the desert, Sam takes Duke to a science evening at her school, where she finds it hard to keep her temper.;No data found
Comedy;The Fresh Prince of Bel-Air - Series 4: 9. Fresh Prince After Dark;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 4: 9. Fresh Prince After Dark;Hilary is invited to pose for Playboy magazine.;https://ichef.bbci.co.uk/images/ic/1200x675/p090qy1x.jpg;21 mins;1278;4 Jan 2021;Hilary is invited to pose for 'Playboy' magazine.;When Hilary is invited to pose for 'Playboy' magazine, Will and Carlton get to meet Hugh Hefner at the Playboy mansion.;No data found
Comedy;Two Pints of Lager and a Packet of Crisps - Series 3: 2. Fish;BBC, iPlayer, TV, Two Pints of Lager and a Packet of Crisps, Series 3: 2. Fish;Gaz is worried that Donna doesnt fancy him any more. Louise agrees to meet an admirer.;https://ichef.bbci.co.uk/images/ic/1200x675/p068w0z1.jpg;28 mins;1686;2 Mar 2003;Gaz is worried that Donna doesn't fancy him any more. Louise agrees to meet an admirer.;Sitcom about five twentysomething friends. Janet agrees to give up smoking before she and Jonny get married. And Gaz is worried that Donna doesn't fancy him any more.;Sitcom about five twentysomething friends. Janet agrees to give up smoking before she and Jonny get married, but her craving for nicotine makes her turn violent. Gaz is worried that Donna doesn't fancy him any more. Louise agrees to meet a secret admirer.
Comedy;The Misadventures of Romesh Ranganathan - Series 3: 2. Romania;BBC, iPlayer, TV, The Misadventures of Romesh Ranganathan, Series 3: 2. Romania;Romesh heads to Romania, visiting the amazing and overlooked in this vast slice of Europe.;https://ichef.bbci.co.uk/images/ic/1200x675/p0bw18hy.jpg;59 mins;3516;9pm 20 Mar 2022;Romesh heads to Romania, visiting the amazing and overlooked in this vast slice of Europe.;Romesh heads off on a journey to Romania. With the help of activist and media expert Angi Serban, he explores the many amazing things that are overlooked in this vast slice of eastern Europe.;As with most Brits, the headlines that flash into Romesh’s mind when he thinks about Romania are those around communism, the 90s orphan crisis, maligned Roma and its greatest celebrity export, Count Dracula. But is this image justified? Or does Romania have more to offer? Landing in Bucharest, the only place in the country he’s heard of, Romesh meets political activist and media expert Angi Serban at the parliament palace, the astonishing architectural behemoth built on the command of the communist dictator Nicolae Ceausescu.  Failing to warn him about the miles they’re about to clock, she takes Rom out of the capital to explore many amazing things that are overlooked in this vast slice of eastern Europe.   Romesh and Angi embark on a journey through the country’s seemingly endless and varied landscapes. Along the way, they sample Romania’s ghoulish side, seeing Transylvania and Vlad the Impaler’s castle and paying their respects in a 'merry' cemetery. They also witness cars rolling up hills, drive along the spectacular yet dangerous Transfagarasan Highway, dance to world-famous Roma music and take part in a spiritual ceremony in Romania’s traditional heartland.But whilst Romesh realises the beauty of Romania, he also learns how the hangover of the communist regime remains, what challenges are still faced today and why more people visiting would help the country to continue to move forward.
